,Replica 1,Replica 2,Replica 3,Replica 4,Replica 5,Replica 6,Replica 7,Replica 8,MEAN,STD
47.5,75235474.38,79220775.52,79453407.68,81445172.03,81355537.06,84992857.22,85024147.69,81087258.69,80976828.78,3190430.335
47.66666667,75414536.22,79075744.33,79540830.01,81251095.03,81579820.81,84977216.6,84930313.21,81385403.76,81019370,3135960.362
47.83333333,75442123.18,79540830.01,79686759.07,81400341.47,81804760.34,84852202.36,84930313.21,81445172.03,81137812.71,3067915.772
48,75497328.34,79032289.42,80008797.07,81340608.06,81909957.23,85071106.48,85212149.29,81251095.03,81165416.36,3167650.262
48.16666667,75442123.18,79715978.71,79526252.59,81445172.03,82150946.88,85447776.65,85274915.23,81669717.79,81334110.38,3248001.473
48.33333333,75843307.11,79409734.46,79745209.64,81490028.76,82075556.84,85322022.13,85290614.44,81639740.47,81352026.73,3130472.543
48.5,75704719.43,79540830.01,80199737.22,81834801.95,82060487.65,85353442.19,85259219.11,81415282.08,81421064.96,3127724.464
48.66666667,75912699.32,79148225,80214444.83,82000240.27,82392689.75,85605248.69,85889481.48,81834801.95,81624728.91,3285396.483
48.83333333,76344400.86,79818336.41,80185032.46,82166033.71,82453243.5,85479246.25,85826231.46,81819779.68,81761538.04,3084415.432
49,76079508.82,79497106.19,80243868.59,82377558.69,82832778.18,85936951.73,85684101.13,82211311.87,81857898.15,3255589.919
49.16666667,76204865.04,80258584.75,80317477.87,82286834.37,82620010.41,86413202.41,86063676.46,82226410.47,82048882.72,3293622.653
49.33333333,76470209.68,80199737.22,80612629.01,82407823.75,82771927.97,86365450.39,86063676.46,82075556.84,82120876.42,3206376.721
49.5,76568209.75,79979464.26,80686595.76,82030358.09,82802347.13,86000289.1,86445052.81,82135862.99,82081022.49,3200075.271
49.66666667,76484201.71,80023467.73,81072381.84,82256616.53,83214172.26,86254138.88,86764249.5,82604834.97,82334257.93,3316603.72
49.83333333,76484201.71,80701397.72,80908926.99,82650370.18,83046129.06,86636419.52,86158851.31,82726321.53,82414077.25,3224161.013
50,76764601.49,80583062.38,80894084.77,82878447.07,83000361.82,86254138.88,86828240.27,82817561.17,82502562.23,3217585.807
50.16666667,76554201.76,80597844.26,80716202.55,83122467.49,82985112.04,86908299.89,86413202.41,82711125.32,82501056.97,3328797.98
50.33333333,76722473.52,80849575.37,80745820.83,82635188.81,83367253.09,86636419.52,86828240.27,82453243.5,82529776.86,3290462.091
50.5,76694401.56,80775450.61,81146795.02,82969865.25,83321297.37,86988438.64,86780242.45,82969865.25,82705794.52,3332824.402
50.66666667,76750556.16,80834744.66,81370468.95,83168306.42,83628179.51,87213248.93,87004475.9,83244764.46,82901843.12,3393108.818
50.83333333,76961517,81176580.55,81714705.68,83443905.97,83597437.16,87181095.07,87100766.02,82802347.13,82997294.32,3302184.269
51,76877060.37,81102138.44,81534911.68,83336612.94,83920833.77,87406439.35,87390322.63,83551346.21,83139958.17,3444227.303
51.16666667,77031971.28,80983181.37,81654727.67,83797478.03,83336612.94,87390322.63,87551633.37,83275368.63,83127661.99,3426403.939
51.33333333,77314460.89,81057507.87,81970134.19,83828298.82,84214580.71,87745628.01,87390322.63,83566706.85,83385955,3385809.127
51.5,77229600.84,81519947.79,81684710.84,83551346.21,84183608.38,87697086.16,87600088.85,83413235.81,83359953.11,3407567.791
51.66666667,77130720.12,81161686.34,81864855.28,83905403.71,84292064.78,87632408.49,87583933.83,83244764.46,83351979.63,3446448.159
51.83333333,77484472.83,81370468.95,82317064.01,84059840.54,84090764.29,87794198.7,87713263.57,83520633.97,83543838.36,3358571.439
52,77286163.41,81519947.79,81504986.82,83735872.69,84633900.07,88151266.53,87875213.96,83859131.71,83570810.37,3560085.374
52.16666667,77272018.72,82120782.04,82544162.86,84183608.38,84867818.38,88200078.24,88216355.25,83689700.37,83886815.53,3527758.974
52.33333333,77669092.78,81624756.18,82256616.53,84292064.78,84478337.24,88167533.88,88232635.49,83843713.75,83820593.83,3466701.569
52.5,77939748.95,82030358.09,82362430.6,83936266.85,84742976.11,87956309.46,88330384.68,83628179.51,83865831.78,3343281.079
52.66666667,77569625.04,81789743.92,82000240.27,83998029.45,85274915.23,87810395.34,88281495.56,83658933.91,83797922.34,3474383.105
52.83333333,77968296.38,82422960.71,82211311.87,84276561.88,85133761.33,88428250.14,88314085.08,84013477.68,84096088.13,3413771.596
53,78225716.11,82150946.88,82620010.41,84852202.36,84852202.36,88771697.13,88395615.4,83967142.09,84229441.59,3418200.886
53.16666667,78225716.11,82075556.84,82756722.86,84556080.45,85196465.53,88526232.03,88526232.03,83812886.91,84209486.59,3401466.409
53.33333333,78283041.24,82301947.72,83000361.82,84602763.05,85369156.86,88886497.55,88509893.62,84075300.9,84378620.34,3420109.26
53.5,78154121.52,82438100.63,82878447.07,84556080.45,85526473.9,88673423.49,88788087.43,84509425.36,84440519.98,3463787.638
53.66666667,78512782.26,82438100.63,82756722.86,85055450.47,85133761.33,89149497.75,88788087.43,84571638.26,84550755.12,3460748.176
53.83333333,78297379.39,83214172.26,83351931.51,84649473.18,85557974.5,89347296.43,89017893.32,84727384.63,84770438.15,3504279.446
54,78584721.2,82635188.81,83797478.03,84899059.65,85479246.25,88788087.43,89182431.5,84914684.89,84785112.22,3378805.014
54.16666667,78326063.96,82559326.44,83443905.97,84977216.6,85873664.29,88968595.48,89562110.55,84462797.76,84771710.13,3588031.803
54.33333333,78527164.53,82969865.25,83351931.51,84914684.89,85589487.52,88968595.48,89034332.46,84478337.24,84729299.86,3397508.374
54.5,78988859.6,82802347.13,83658933.91,85432046.5,86031976.53,89910291.16,88985024.83,84571638.26,85047639.74,3467611.46
54.66666667,78988859.6,82878447.07,83321297.37,85353442.19,85921125.19,89529026.13,89495954.85,84400670.36,84986102.85,3495089.821
54.83333333,78743230.38,83107193.83,83812886.91,85400595.49,85984450.08,89628318.79,89413334.06,84961579.06,85131448.58,3505726.665
55,78887620.85,83229466.86,83951702.95,85322022.13,86000289.1,89794069.61,89794069.61,85055450.47,85254336.45,3548660.815
55.16666667,78685551.9,83597437.16,83474588.15,85873664.29,86684332.1,89711153.06,89727729.79,85039797.54,85349281.75,3612252.495
55.33333333,79220775.52,83597437.16,83720478.9,85731449.9,86540679.49,90243244.51,90209889.61,85668324.42,85616534.94,3624377.823
55.5,78858720.53,83889976.68,84183608.38,85936951.73,86604493.58,90176547.97,89611761.8,85290614.44,85569084.39,3558186.435
55.66666667,78974388.57,83505282.35,83905403.71,86142981.01,86636419.52,90309994.07,89960149.88,85810426.75,85655630.73,3659463.105
55.83333333,79293395.99,83397905.23,84261062.03,86095388.89,86604493.58,90109904.41,90093251.8,85526473.9,85672734.48,3548868.653
56,79191746.93,83859131.71,84137172.66,86031976.53,86972404.56,90477100.29,90678066.64,85573729.46,85865166.1,3728602.677
56.16666667,79293395.99,83367253.09,84261062.03,86429126.04,86716289.59,90259926.93,90126560.34,85605248.69,85757357.84,3595459.901
56.33333333,79380633.01,83689700.37,84447261.33,86111249.8,86796238.56,90393505.67,90010038.31,85479246.25,85788484.16,3535684.328
56.5,78974388.57,83967142.09,84106230.71,86413202.41,87020516.32,90360091.07,90577523.55,85400595.49,85852461.28,3750038.848
56.66666667,79322463.79,84431727.96,84602763.05,86828240.27,87213248.93,90644538.95,90326689.76,85842039.29,86151464,3611343.246
56.83333333,79511677.98,84478337.24,84245565.21,86876266.55,86924321.31,90812310.79,90126560.34,86190601.3,86145705.09,3569060.68
57,79818336.41,84261062.03,84665049.34,86940345.89,87519345.69,90963590.91,90879512.98,85763031.3,86351284.32,3659185.222
57.16666667,79862246.4,84013477.68,84758570.66,86349539.33,87535487.93,91014077.81,90745162.03,86254138.88,86316587.59,3636317.642
57.33333333,79832970.24,84649473.18,84602763.05,86828240.27,87859004.49,91148856.91,90627780.11,86254138.88,86475403.39,3627945.604
57.5,79380633.01,84307570.72,84680628.57,86700309.26,87697086.16,91233202.81,91030913.48,86095388.89,86390716.61,3841055.23
57.66666667,79599167.82,84742976.11,84742976.11,87020516.32,87470938.11,91469818.15,90946768.64,86397281.93,86548805.4,3769686.377
57.83333333,79935486.31,84292064.78,85212149.29,87036559.92,88183804.45,91605323.12,91081440.55,86270031.11,86702107.44,3770742.62
58,79453407.68,84183608.38,85621012.96,87438682.35,87600088.85,91639233.09,91064594.85,86540679.49,86692663.46,3869957.838
58.16666667,79715978.71,85024147.69,85024147.69,87358098.76,88281495.56,91859977.14,91351428.1,86397281.93,86876569.45,3880926.052
58.33333333,80126241.85,84649473.18,85479246.25,87422559.26,87988770.14,91842976.55,91300739.96,86812237.84,86952780.63,3745676.467
58.5,80126241.85,84696210.86,85369156.86,87132888.11,88248918.96,91791995.05,91554483.48,86604493.58,86940548.59,3791490.256
58.66666667,80067496.74,85086765.57,85668324.42,87084709.73,88086229.36,92098341.19,91233202.81,86716289.59,87005169.93,3754499.47
58.83333333,80405903.14,84478337.24,85306316.74,87826595.18,88183804.45,91791995.05,91165719.38,86956373.64,87014380.6,3686089.593
59,80523963.51,85024147.69,85416319.44,87390322.63,88281495.56,91825979.33,91825979.33,86796238.56,87135555.76,3715226.133
59.16666667,79935486.31,85008500.91,85510728.24,87583933.83,88411931.15,92457135.35,91758024.3,86924321.31,87198757.68,3973747.649
59.33333333,79979464.26,84805372.7,85432046.5,87632408.49,88985024.83,91996103.82,91724067.06,87036559.92,87198880.95,3925481.297
59.5,80968324.72,85086765.57,85794625.15,87648573.11,88837277.86,92405787.13,91622276.42,86908299.89,87408991.23,3675185.715
59.66666667,80627416.62,85227836.15,85400595.49,87778005.26,88820877.8,92731511.27,92013134.9,87148953.92,87468541.43,3900129.086
59.83333333,80361677.66,85118093,85432046.5,88086229.36,88722545.7,92645674.84,91520607.24,87664740.92,87443951.9,3880152.831
60,80126241.85,85008500.91,85684101.13,87842798.23,88886497.55,92525647.37,91741043.99,87438682.35,87406689.18,3947783.138
60.16666667,81027768.61,85369156.86,86556628.29,88005005.3,88673423.49,92303182.69,92234847.8,87052606.68,87652827.46,3673356.453
60.33333333,80553507.22,85384874.63,86206480.99,88330384.68,89133035.77,92920652.62,91876981.13,87503206.64,87738640.46,3888497.836
60.5,81027768.61,85432046.5,86095388.89,88232635.49,88591618.04,92662835.29,92149505.69,87583933.83,87721966.54,3736942.811
60.66666667,80760634.28,85463509.9,86445052.81,88526232.03,89215378.32,92972308.6,92030169.37,87616247.08,87878691.55,3854677.711
60.83333333,80923772.1,85086765.57,86301824.98,88591618.04,89050774.85,92714337.14,92200700.76,87842798.23,87839073.96,3828208.657
61,81072381.84,85510728.24,86349539.33,88330384.68,88968595.48,92903440.82,92542783.91,87729444.19,87925912.31,3829763.607
61.16666667,81191477.65,85432046.5,86285926.48,88330384.68,89100121.61,93386669.99,92234847.8,87535487.93,87937120.33,3860831.173
61.33333333,81117021.07,85542222.65,86206480.99,88575266.68,89264823.08,93317472.06,92115392.62,87842798.23,87997684.67,3850790.699
61.5,80819916.83,85857850.23,86460982.73,88558918.55,89165962.99,93421289.64,92645674.84,87761815.04,88086551.36,3984833.978
61.66666667,81146795.02,85573729.46,86620454.97,88985024.83,89794069.61,93542567.17,92611364.2,87664740.92,88242343.27,3974428.952
61.83333333,81325681.97,86429126.04,86333631.41,88640691.58,89860462.14,93265609.8,92645674.84,87729444.19,88278790.25,3825163.027
62,81579820.81,85731449.9,86684332.1,88788087.43,89165962.99,93369365.33,92422899.79,87859004.49,88200115.36,3744866.792
62.16666667,80968324.72,86016131.25,86764249.5,88738926.26,89711153.06,93611944.62,92525647.37,87988770.14,88290643.37,3958373.993
62.33333333,81400341.47,85889481.48,86572580.23,88902910.63,89694579.63,93785630.47,92748688.81,88053730.09,88380992.85,3938806.273
62.5,81176580.55,86270031.11,87020516.32,88771697.13,89943527.01,93577248.98,92645674.84,88102483.82,88438469.97,3892199.229
62.66666667,80790269.8,85447776.65,86285926.48,89165962.99,89744309.8,93646654.1,92679999.15,88102483.82,88232922.85,4126530.21
62.83333333,80790269.8,86000289.1,87004475.9,89001457.45,90109904.41,93768246.3,92851825.98,88248918.96,88471923.49,4097349.007
63,80760634.28,86222363.82,87084709.73,89248338.22,90109904.41,93820409.2,92886232.44,88689794.31,88602798.3,4101176.282
63.16666667,81834801.95,86365450.39,86924321.31,89264823.08,89943527.01,93837803.77,92903440.82,88673423.49,88718448.98,3810950.597
63.33333333,81117021.07,86127113.84,86844245.87,89165962.99,90209889.61,94029373.09,92834627.89,88460897.83,88598641.52,4062623.554
63.5,81624756.18,86111249.8,87181095.07,89001457.45,90226565.4,93803018.1,92851825.98,88607972.65,88675992.58,3868764.372
63.66666667,81729707.48,86540679.49,86940345.89,89231856.64,89976776.06,94099138.9,93127461.94,88673423.49,88789923.74,3908711.702
63.83333333,81385403.76,86540679.49,87148953.92,89149497.75,90209889.61,94326262.45,92662835.29,88460897.83,88735552.51,3972395.692
64,81564848.19,86095388.89,87165022.9,89149497.75,90360091.07,94413774.56,93265609.8,88607972.65,88827775.73,4077435.542
64.16666667,81310758.78,85984450.08,86844245.87,89429851.66,90143219.57,94134042.67,93213778.54,89017893.32,88759780.06,4105918.554
64.33333333,81012903.31,86988438.64,87052606.68,89297802.6,90443652.47,94571516.43,93092959.37,89034332.46,88936776.49,4167365.818
64.5,81430225.6,86972404.56,87116825.48,89363800.93,90627780.11,94676835.08,92800241.99,88853681.17,88980224.36,4043117.072
64.66666667,81176580.55,86174724.74,87745628.01,89926907.43,90678066.64,94273797.05,93334766.37,89264823.08,89071911.73,4158785.573
64.83333333,81654727.67,86668358.08,87697086.16,89877068.52,90678066.64,94501373.97,93803018.1,88952169.38,89228983.57,4098592.78
65,81940039.84,86924321.31,87325887.62,89495954.85,90728383.18,94046809.33,93369365.33,88985024.83,89101973.29,3866820.122
65.16666667,81519947.79,86556628.29,87454808.64,89727729.79,90594272.4,94817456.17,93403978.09,88952169.38,89128373.82,4148810.951
65.33333333,81251095.03,86508791.34,87664740.92,89678009.49,90510561.4,94870246.95,93473245.01,88985024.83,89117714.37,4228055.096
65.5,81475073.6,86636419.52,87245415.5,89694579.63,90611024.59,94571516.43,93196508.34,89231856.64,89082799.28,4088639.785
65.66666667,81117021.07,86620454.97,87778005.26,89678009.49,90661301.13,94396265.15,93421289.64,89100121.61,89096558.54,4159659.951
65.83333333,81744712.21,86588535.33,87988770.14,90126560.34,91064594.85,94764696.96,93265609.8,88935746.54,89309903.27,4065035.67
66,81325681.97,86492851.99,88102483.82,90026674.4,90778729.73,94764696.96,93559906.35,89744309.8,89349416.88,4205543.285
66.16666667,81804760.34,86668358.08,87729444.19,90259926.93,90728383.18,94676835.08,93403978.09,89264823.08,89317063.62,4040587.657
66.33333333,81699706.8,86940345.89,88200078.24,89960149.88,90980416.53,94747117.58,93803018.1,89495954.85,89478348.48,4097630.754
66.5,81654727.67,86700309.26,88086229.36,90293301.71,90963590.91,94852646.51,93421289.64,89413334.06,89423178.64,4108256.069
66.66666667,81266006.62,86764249.5,87875213.96,89760893.11,90812310.79,95028808.99,93110208.94,89396819.74,89251813.96,4188970.985
66.83333333,81729707.48,86780242.45,88118741.5,90293301.71,90896321.88,95046444.57,93542567.17,89595208.1,89500316.86,4129612.656
67,81699706.8,86572580.23,87697086.16,90043313.79,91351428.1,95011176.92,93473245.01,89380308.69,89403605.71,4183087.937
67.16666667,80923772.1,86988438.64,88005005.3,90326689.76,91622276.42,94993548.37,93803018.1,89479424.13,89517771.6,4407380.871
67.33333333,81924997.07,87165022.9,87842798.23,90493829.18,91199454.38,95152331.98,93907416.74,89744309.8,89678770.04,4151301.747
67.5,81549878.48,87084709.73,88069978.11,90259926.93,91165719.38,95435318.86,93611944.62,89711153.06,89611078.65,4251337.744
67.66666667,81684710.84,87036559.92,88362993.58,90126560.34,91165719.38,95240668.36,93890008.29,89529026.13,89629530.85,4203762.378
67.83333333,81102138.44,86908299.89,88151266.53,90193217.13,91537543.67,95435318.86,93664014.03,89760893.11,89594086.46,4411939.554
68,81654727.67,86588535.33,87923861.63,90460374.72,91351428.1,95311400.94,93820409.2,89777479.71,89611027.16,4297440.061
68.16666667,81594796.35,86892281.64,88216355.25,89943527.01,91605323.12,95648152.66,93750865.59,89976776.06,89703509.71,4331527.452
68.33333333,81609774.81,87535487.93,88151266.53,90527296.95,91503674.17,95453035.55,93768246.3,89794069.61,89792856.48,4243667.699
68.5,81789743.92,87229330.63,88362993.58,90460374.72,91775007.99,95630397.04,93594595.07,89976776.06,89852402.37,4235497.026
68.66666667,82105704.04,86876266.55,88118741.5,90527296.95,91368330.87,95470755.78,93907416.74,89976776.06,89793911.06,4185433.19
68.83333333,81804760.34,86940345.89,88005005.3,90795518.59,91334528.69,95382189.99,93924828.66,90076602.49,89782972.49,4258077.473
69,81864855.28,86668358.08,87891426.64,90360091.07,91741043.99,95701440.78,93924828.66,89910291.16,89757791.96,4348018.197
69.16666667,82135862.99,86940345.89,88200078.24,90560778.02,91876981.13,95701440.78,93803018.1,89893678.19,89889022.92,4228568.373
69.33333333,81624756.18,87052606.68,88542573.67,90627780.11,91791995.05,95506206.85,93611944.62,90243244.51,89875138.46,4273843.779
69.5,81549878.48,86732273.07,87972538.19,90343388.76,91928013.38,95311400.94,93907416.74,90226565.4,89746434.37,4359623.166
69.66666667,82120782.04,86972404.56,88248918.96,90845905.2,91962051.82,95736983.93,93924828.66,89794069.61,89950743.1,4263133.648
69.83333333,81819779.68,87374209.1,88493558.45,91047752.49,92013134.9,96039674.05,93924828.66,89893678.19,90075826.94,4360175.209
70,81819779.68,87341991.6,88738926.26,90577523.55,91639233.09,95506206.85,93959662.91,90376796.71,89995015.08,4221221.215
70.16666667,81639740.47,87341991.6,88640691.58,90795518.59,92047207.24,95736983.93,94134042.67,90243244.51,90072427.57,4369554.899
70.33333333,82438100.63,87325887.62,88689794.31,90477100.29,91656193.13,95879298.43,93959662.91,89943527.01,90046195.54,4127462.654
70.5,81909957.23,87261503.56,88607972.65,90728383.18,91690123.34,95843698.5,93820409.2,90209889.61,90008992.16,4260461.065
70.66666667,81684710.84,87406439.35,88086229.36,90393505.67,91707093.51,95950540.92,93977085.24,90493829.18,89962429.26,4376248.277
70.83333333,81774730.42,87245415.5,88281495.56,90577523.55,92064248.49,95665911.82,93820409.2,90193217.13,89952868.96,4301301.358
71,81445172.03,87068656.62,88575266.68,90460374.72,92098341.19,95665911.82,94273797.05,90109904.41,89962178.06,4452787.8
71.16666667,81579820.81,87229330.63,88232635.49,90728383.18,92183632.34,96307607.7,94168960.37,90243244.51,90084201.88,4538202.752
71.33333333,81266006.62,87036559.92,88281495.56,90577523.55,92166567.31,96164609.94,94064249.04,90193217.13,89968778.63,4591848.26
